time,state,patch1,patch2,patch3,patch4,patch5,patch6,patch7,patch8,patch9,patch10,patch11,patch12,patch13,patch14,patch15,patch16,patch17,patch18,patch19,patch20,patch21,patch22,patch23,patch24,patch25,patch26,patch27,patch28,patch29,patch30,patch31,patch32,patch33,patch34,patch35,patch36,patch37,patch38,patch39,patch40,patch41,patch42,patch43,patch44,patch45,patch46,patch47,patch48,patch49,patch50,patch51,patch52,patch53,patch54,patch55,patch56,patch57,patch58,patch59,patch60,patch61,patch62,patch63,patch64,patch65,patch66,patch67,patch68,patch69,patch70,patch71,patch72,patch73,patch74,patch75,patch76,patch77,patch78,patch79,patch80,patch81,patch82,patch83,patch84,patch85,patch86,patch87,patch88,patch89,patch90,patch91,patch92,patch93,patch94,patch95,patch96,patch97,patch98,patch99,patch100,patch101,patch102,patch103,patch104,patch105,patch106,patch107,patch108,patch109,patch110,patch111,patch112,patch113,patch114,patch115,patch116,patch117,patch118,patch119,patch120,patch121,patch122,patch123,patch124,patch125,patch126,patch127,patch128,patch129,patch130,patch131,patch132,patch133,patch134,patch135,patch136,patch137,patch138,patch139,patch140,patch141,patch142,patch143,patch144,patch145,patch146,patch147,patch148,patch149,patch150,patch151,patch152,patch153,patch154,patch155,patch156,patch157,patch158,patch159,patch160,patch161,patch162,patch163,patch164,patch165,patch166,patch167,patch168,patch169,patch170,patch171,patch172,patch173,patch174,patch175,patch176,patch177,patch178,patch179,patch180,patch181,patch182,patch183,patch184,patch185,patch186,patch187,patch188,patch189,patch190,patch191,patch192,patch193,patch194,patch195,patch196,patch197,patch198,patch199,patch200,patch201,patch202,patch203,patch204,patch205,patch206,patch207,patch208,patch209,patch210,patch211,patch212,patch213,patch214,patch215,patch216,patch217,patch218,patch219,patch220,patch221,patch222,patch223,patch224,patch225,patch226,patch227,patch228,patch229,patch230,patch231,patch232,patch233,patch234,patch235,patch236,patch237,patch238,patch239,patch240,patch241,patch242
251,Z,0.088164,0.168439,0.926823,0.894423,1.69285,0.21833,0.357369,7.33655,9.8868,0.0729519,0.227223,1.59835,1.04859,0.822129,0.03851,6.78729,16.6823,28.4326,35.566,5.06216,5.80701,16.8656,0.26717,0.817158,0.0736516,2.01182,0.480323,2.05241,1.61268,9.90246,37.028,19.8407,47.5523,45.3869,18.0144,18.0978,2.56154,0.31881,3.12073e-13,8.44265,3.86954,0.164138,0.031348,0.400899,12.1382,2.16406,31.8475,28.1094,45.4666,3.87672,1.91109,13.732,0.37993,0.0483609,0.0693333,7.0149e-14,0.394233,2.29244,12.3331,2.66836,0.329423,0.881437,12.3688,8.44895,11.8572,32.0119,5.67505,0.848971,0.214808,2.02108,0,0,3.60976,0.114481,32.1413,1.07456,3.11262,1.0547,1.65768,0.226834,2.93393,3.37027,4.14219,5.20699,20.0849,2.41365,2.42666,1.03701,1.08642,3.21043,2.86482e-13,8.76399,0.422927,8.29038,0.285094,0.03056,1.19521e-13,0.695543,5.06379e-07,0.0136794,1.93546e-06,0.665009,1.24473e-13,0.211535,0.498936,0.371404,0.000340286,0.353361,2.7957e-07,1.65806,0.0908386,0.350679,0.322115,0.484179,1.47621e-14,4.12473e-14,0.935497,3.2197,0.105272,0.000152256,0.507267,1.25351,0.381413,1.3828e-13,0.0676641,0.0557415,0.346366,1.17799,0.00559258,0.184666,0.179468,0.0263629,0.180059,0.130361,0.269469,0.00708367,0,0.0759036,4.30654e-08,0.0185117,0.710782,0.201669,0.549447,0.301334,0.0882494,0.14766,0.0931674,0.277648,0.145352,0.719865,0.0447192,0.130673,1.24008e-07,0.0241196,0.531796,0.758905,0.0933028,0.0772823,0.0309112,0.0323865,0,0.0466831,0.0653108,2.42232e-05,0.189195,0.825234,0.0654128,2.8144e-13,1.55157e-05,7.56225e-14,2.05762e-13,0.507679,1.1454e-12,4.60557e-13,1.06889,0.129059,0.00581969,0.421839,1.45806,17.9091,1.58158,0.067655,0.191635,0.123772,0.0434975,1.61409e-13,0.397861,0.359034,7.00917,9.74666e-08,0.0345851,0.0838912,0.265846,0.21443,3.48914e-06,1.72739e-13,3.5625e-05,0.0420929,0,3.5316e-14,0.088444,0.19659,2.02335e-14,0.0324631,0.207047,0.000784969,0.000752643,0,0.510048,1.46857,0.223069,7.80354e-07,0.950448,0.141378,0,0,0,0,0.45952,0.17949,1.09094e-13,0.169807,1.60909,0.202464,4.6727e-09,0.0405557,0.164827,0.946373,1.45267,6.56872e-14,0.00711709,0.0378504,0.0814435,0,0.89782,0.309687,1.75628,0.286051,0.0760913,0.110595,0.196209,0
252,M,1.79892,11.0207,23.0779,20.0714,84.0371,13.3218,65.6518,649.92,713.168,8.23109,18.5926,73.1232,80.8034,85.3571,9.35976,583.179,1872.39,2631.97,2495.59,185.982,306.434,721.781,19.5796,52.0094,2.75615,128.946,41.1528,136.325,67.0167,604.413,2661.04,2636.28,3883.4,3563.07,1580,1262.41,149.971,36.6517,0.370298,296.362,141.284,10.7994,6.01421,44.8718,495.59,143.233,1994.21,2707.21,3650.82,648.733,397.022,1226.43,88.3823,6.55511,24.8287,2.00991,13.8901,81.7571,408.149,151.559,24.2437,79.1405,939.839,976.709,1050.54,1558.41,811.723,117.116,25.5546,263.351,0,0,530.675,50.4003,940.319,36.3141,100.618,85.8917,134.885,14.2182,197.629,477.316,296.532,478.593,1128.75,216.674,342.757,147.615,27.3715,114.667,0.137555,494.135,14.0887,329.108,8.06638,16.9559,2.21592,64.9267,4.84926,1.19339,4.26821,22.9526,0.00596698,10.9747,28.1647,23.1048,9.64688,25.4292,4.92188e-06,490.517,18.3734,10.8289,22.4518,12.0094,0.46139,0.67851,27.2851,58.2244,9.66268,10.9616,68.3493,39.2426,15.9335,0.931069,2.49337,17.1054,6.97153,29.996,2.48242,6.80585,18.3633,12.7218,24.9708,14.0374,62.9682,4.48907,0,43.0637,5.81298,0.723165,94.0439,7.94599,56.7216,49.7189,19.8273,41.1197,9.91804,10.6745,4.30876,11.0595,41.9893,3.4943,0.357824,5.79096,33.7404,38.0031,1.5631,25.7328,11.2636,2.16808,0,1.08679,15.8029,0.185205,18.0641,109.286,6.35833,1.63552,5.94402,0.907663,0.857501,25.8051,8.10347,2.59378,60.1705,6.58708,20.8252,33.2283,207.182,621.809,23.1863,4.96291,9.42916,10.8979,6.75569,2.53682,23.0122,51.1787,234.215,1.16295,4.20711,7.47985,55.2677,17.2821,3.11149,1.20341,0.0806582,0.258218,0,0.0632553,4.3735,23.3606,0.0651697,2.25059,18.8285,6.70774,1.83523,0,21.8854,56.2466,27.0393,1.70715,64.3037,11.8217,0,0,0,0,24.1426,22.5992,1.03903,13.9635,102.545,10.7585,3.5145,2.5668,15.7032,48.4354,94.9473,0.0150669,0.786698,1.50539,10.3163,0,79.3551,14.2328,60.9954,10.9751,2.89643,5.15411,15.5976,1.52519e-08
252,Y,0.437309,0.470295,3.19437,2.75453,5.33518,0.603346,1.15144,24.3568,32.9582,0.223793,0.788101,4.80244,3.68004,2.58577,0.133438,21.6486,52.7208,88.9824,115.29,15.5878,18.2495,55.1028,0.852802,3.36148,0.269749,6.79238,1.53306,6.65923,5.32231,31.9821,116.385,63.0084,151.156,145.561,56.4748,58.1125,7.94968,0.838948,2.52779e-13,27.6637,12.7603,0.401392,0.0976082,1.19028,37.4689,6.40141,100.596,89.5569,143.84,12.091,6.29321,43.9699,1.26118,0.238157,0.261042,5.68207e-14,1.29465,7.10811,39.3895,8.1486,1.07745,2.6823,39.2949,26.8763,37.3267,100.973,17.7242,2.54117,0.845087,6.10321,0,0,12.332,0.466628,101.503,3.75393,10.6469,3.11077,4.99022,0.629143,9.67096,11.1425,12.7541,16.8427,63.3805,7.45464,7.64908,3.20358,3.48899,10.06,2.3205e-13,28.5809,1.43638,27.3091,0.859878,0.096095,9.68121e-14,2.1811,4.55741e-07,0.0703728,1.74191e-06,2.1022,1.00823e-13,0.713679,1.62148,1.34107,0.000306257,0.821836,2.51613e-07,5.21159,0.294734,1.05853,1.25166,1.65702,1.19573e-14,3.34103e-14,2.78291,9.38847,0.316102,0.00013703,1.66358,3.6086,1.31966,1.12007e-13,0.158921,0.176825,0.973474,3.83597,0.0173878,0.503159,0.506528,0.0943176,0.660068,0.458641,1.04342,0.0149692,0,0.261324,3.87588e-08,0.038836,2.45598,0.799362,1.71607,0.995079,0.274067,0.412727,0.257173,0.74847,0.623439,2.16546,0.191645,0.41742,1.11607e-07,0.067952,1.64798,2.38877,0.211254,0.242015,0.0965028,0.116116,0,0.112671,0.174908,2.18009e-05,0.632371,3.32874,0.142565,2.27966e-13,1.39641e-05,6.12543e-14,0.0240535,1.58841,9.27771e-13,3.73051e-13,3.05518,0.428339,0.0822215,1.1533,4.85299,57.4668,4.2988,0.217793,0.509644,0.513845,0.0830129,1.30741e-13,1.39261,0.97595,21.9476,8.77199e-08,0.0507764,0.346297,0.861995,0.629216,3.14023e-06,1.39919e-13,3.20625e-05,0.0638823,0,2.8606e-14,0.309276,0.554226,1.63892e-14,0.134392,0.79176,0.000706472,0.000677379,0,1.42903,4.85977,0.66873,7.02319e-07,2.78131,0.423391,0,0,0,0,1.47807,0.512933,8.83659e-14,0.513535,5.56799,0.623768,4.20538e-09,0.0880773,0.556204,3.29989,4.29721,5.32066e-14,0.024541,0.109985,0.15066,0,2.54558,0.798227,5.33071,1.22657,0.225967,0.287208,0.866202,0
252,Z,0.081524,0.164803,0.941522,0.886433,1.68237,0.213418,0.358523,7.35491,9.94179,0.072508,0.230379,1.59124,1.05101,0.817253,0.0386279,6.80516,16.6648,28.4495,35.5706,5.056,5.83442,16.8905,0.26389,0.836334,0.0720302,2.03021,0.480554,2.04597,1.625,9.91149,36.9808,19.8252,47.5395,45.4118,17.9813,18.1053,2.57446,0.313875,2.80865e-13,8.43254,3.87879,0.158738,0.0317422,0.395555,12.0454,2.16071,31.8924,28.0432,45.4644,3.87241,1.91966,13.7706,0.379756,0.048553,0.0735691,6.31341e-14,0.389727,2.28469,12.3086,2.65236,0.332561,0.866635,12.3722,8.45088,11.8644,32.0397,5.67083,0.847975,0.215242,2.01065,0,0,3.63231,0.114582,32.0494,1.08935,3.14461,1.05056,1.65637,0.224323,2.92881,3.37269,4.14593,5.2281,19.9813,2.40586,2.44001,1.03393,1.09327,3.19984,2.57834e-13,8.81048,0.420166,8.34621,0.290438,0.0304261,1.07569e-13,0.693873,4.55741e-07,0.0125303,1.74191e-06,0.664553,1.12025e-13,0.214582,0.496423,0.371767,0.000306257,0.342329,2.51613e-07,1.65369,0.0923191,0.353021,0.323553,0.480154,1.32859e-14,3.71226e-14,0.935086,3.22564,0.107714,0.00013703,0.512685,1.24467,0.376306,1.24452e-13,0.0669152,0.0572605,0.349473,1.16889,0.00543807,0.182675,0.175682,0.0259432,0.179859,0.133647,0.272531,0.00679858,0,0.0759939,3.87589e-08,0.0174484,0.720108,0.20557,0.550376,0.301057,0.0868614,0.144739,0.0935418,0.28032,0.152891,0.7199,0.0466742,0.129082,1.11607e-07,0.0237731,0.530126,0.750798,0.0889939,0.0766289,0.0309077,0.0326625,0,0.0461614,0.0641011,2.18009e-05,0.187727,0.843147,0.0649655,2.53296e-13,1.39641e-05,6.80603e-14,1.85186e-13,0.512562,1.03086e-12,4.14501e-13,1.0526,0.129822,0.00523772,0.416521,1.47071,17.9139,1.56221,0.0709847,0.194283,0.125062,0.0411845,1.45268e-13,0.40111,0.356841,7.00555,8.77199e-08,0.0352232,0.0851025,0.262144,0.218331,3.14023e-06,1.55465e-13,3.20625e-05,0.0398666,0,3.17844e-14,0.0902181,0.198364,1.82102e-14,0.0361284,0.213718,0.000706472,0.000677379,0,0.51248,1.48489,0.220015,7.02319e-07,0.935221,0.142847,0,0,0,0,0.466023,0.18,9.81843e-14,0.171966,1.59741,0.203085,4.20543e-09,0.0399288,0.162621,0.950435,1.4374,5.91185e-14,0.0066362,0.0423056,0.0802642,0,0.876637,0.302665,1.74711,0.301987,0.0767371,0.107593,0.194154,0
253,M,1.61903,9.91866,22.5701,19.8643,86.4334,12.8896,71.6866,652.428,712.951,9.20798,16.7333,73.0109,77.223,88.5214,11.1238,593.261,1858.86,2644.17,2512.43,189.883,309.99,718.003,17.6217,51.3084,4.28053,130.451,39.7376,136.193,68.415,633.072,2667.64,2661.55,3855.06,3551.47,1600.2,1258.57,151.174,37.4865,0.333268,297.326,143.356,10.6195,5.41279,44.8846,500.931,145.11,1976.59,2706.49,3686.24,646.859,408.62,1248.69,87.644,5.8996,23.2459,1.80892,13.4011,81.6814,416.834,152.603,24.5193,83.8264,949.355,985.238,1065.19,1556.47,797.151,118.005,27.4991,265.816,0,0,524.407,48.0603,938.988,35.3827,98.6563,88.1025,138.497,16.3964,194.966,482.684,297.479,475.734,1125.67,222.907,342.681,148.153,26.4344,112.2,0.1238,487.922,12.6798,322.298,9.05974,15.2603,1.99433,63.8341,4.36433,1.07405,3.84139,21.5574,0.00537028,10.7772,26.2483,21.6943,8.68219,27.3863,4.42969e-06,484.665,21.036,11.546,24.7066,11.7084,0.415251,0.610659,27.2566,64.102,9.59641,11.6655,69.6144,38.9184,15.2402,0.837962,2.24404,15.3948,6.27437,26.9964,2.23418,6.12526,19.2269,12.3496,26.0737,16.2337,61.1714,4.04016,0,41.4573,5.23168,0.650848,96.3396,8.05139,57.3494,46.547,19.6446,41.5077,8.92623,11.4071,3.87788,10.8536,42.2904,3.14487,0.322042,5.21187,33.9664,37.8028,2.30679,25.8595,10.1372,3.75127,0,1.87811,16.0226,0.166684,20.7577,104.658,6.6225,1.47197,6.24962,1.7169,0.771751,30.4246,7.29312,2.3344,59.5535,8.62837,22.3427,37.1055,207.164,641.528,23.5676,4.46662,11.1862,13.4081,6.08012,3.18314,23.411,54.1608,229.694,1.04665,4.6864,6.73186,56.9409,21.8539,2.80034,1.08307,0.0725924,0.232397,0,0.0569297,4.83615,22.8246,0.0586527,2.02553,18.7457,6.03697,1.65171,0,19.6968,57.8219,27.0354,1.53644,63.2733,12.4396,0,0,0,0,24.4283,25.7393,0.935127,13.4672,102.19,10.5827,3.16305,3.21012,15.0329,48.0918,96.2525,0.0135602,0.708028,1.35485,9.28464,0,75.9196,14.6095,59.3959,9.87762,2.60679,4.6387,14.9378,1.37267e-08
253,Y,0.443209,0.46484,3.16614,2.7546,5.3976,0.590634,1.16049,24.4627,32.9979,0.230595,0.781399,4.8041,3.71977,2.61107,0.137449,21.6826,52.6922,88.8951,115.493,15.5682,18.1922,55.2088,0.846663,3.41305,0.304098,6.81193,1.52654,6.69785,5.35283,32.114,116.517,63.1083,151.052,145.616,56.4025,58.2548,7.90398,0.823713,2.27501e-13,27.7815,12.8278,0.41486,0.0972239,1.19243,37.5285,6.34892,100.275,89.5775,143.754,12.0525,6.34878,44.068,1.27521,0.247234,0.257668,5.11386e-14,1.27291,7.04168,39.4908,8.16045,1.09782,2.68466,39.2944,26.9098,37.3454,100.884,17.6939,2.53962,0.866228,6.13524,0,0,12.4005,0.474425,101.378,3.76056,10.6291,3.11895,4.97481,0.628273,9.68934,11.1779,12.7051,16.8794,63.3017,7.48652,7.59887,3.22537,3.47913,10.0252,2.08845e-13,28.5521,1.42085,27.2229,0.84298,0.0956578,8.71309e-14,2.1718,4.10167e-07,0.073569,1.56772e-06,2.09109,9.07405e-14,0.704503,1.63811,1.39661,0.000275632,0.83282,2.26452e-07,5.22863,0.293616,1.05429,1.28566,1.67123,1.07616e-14,3.00693e-14,2.78308,9.43034,0.314266,0.000123327,1.65487,3.53174,1.31903,1.00806e-13,0.152483,0.17084,0.963579,3.82935,0.0173364,0.518481,0.507242,0.0933048,0.65724,0.467309,1.05103,0.0144204,0,0.267067,3.48829e-08,0.0374468,2.481,0.800411,1.7204,0.995511,0.274718,0.408477,0.246766,0.738829,0.62826,2.1653,0.19421,0.431754,1.00446e-07,0.0676757,1.662,2.40828,0.209912,0.236358,0.0945325,0.120914,0,0.113396,0.171088,1.96208e-05,0.63727,3.39598,0.135052,2.0517e-13,1.25677e-05,5.51288e-14,0.0267114,1.60019,8.34994e-13,3.35746e-13,3.04113,0.439641,0.0913432,1.1518,4.8472,57.5734,4.26782,0.212486,0.508333,0.554212,0.0803679,1.17667e-13,1.40545,0.965987,22.0467,7.89479e-08,0.0456988,0.338336,0.873156,0.647629,2.8262e-06,1.25927e-13,2.88562e-05,0.0601504,0,2.57454e-14,0.309114,0.548484,1.47502e-14,0.133808,0.798507,0.000635825,0.000609641,0,1.42485,4.8763,0.673228,6.32087e-07,2.74786,0.420649,0,0,0,0,1.45731,0.517889,7.95293e-14,0.504318,5.59705,0.619371,3.78484e-09,0.0871945,0.55944,3.30583,4.26753,4.7886e-14,0.0257909,0.0989868,0.135594,0,2.51561,0.798774,5.35823,1.20544,0.221068,0.285779,0.891466,0
253,Z,0.075251,0.161715,0.948344,0.881768,1.6803,0.209375,0.360643,7.38137,9.99242,0.0723184,0.233862,1.58195,1.05256,0.808449,0.0392816,6.80259,16.6192,28.4162,35.6105,5.0596,5.84639,16.9171,0.256502,0.854435,0.0728038,2.05341,0.482649,2.0532,1.63508,9.91688,36.9087,19.831,47.51,45.4576,17.9548,18.0991,2.58813,0.308703,2.52779e-13,8.44331,3.86971,0.147975,0.0317387,0.388853,11.945,2.14524,31.9442,27.989,45.453,3.8614,1.92856,13.8095,0.380211,0.0495472,0.0781416,5.68207e-14,0.386876,2.27697,12.2967,2.64383,0.33067,0.849982,12.3839,8.43831,11.8588,32.0539,5.66505,0.845404,0.213633,1.99793,0,0,3.64854,0.114471,31.9376,1.09241,3.17263,1.04738,1.6481,0.220021,2.91666,3.3728,4.14748,5.24576,19.921,2.40751,2.45316,1.03029,1.09884,3.18944,2.3205e-13,8.84906,0.421947,8.42095,0.296191,0.0300118,9.68121e-14,0.692745,4.10167e-07,0.0114722,1.56772e-06,0.671821,1.00823e-13,0.214779,0.49478,0.36896,0.000275632,0.331842,2.26452e-07,1.6503,0.0951198,0.352849,0.329434,0.480788,1.19573e-14,3.34103e-14,0.937797,3.21221,0.109439,0.000123327,0.511689,1.24318,0.381086,1.12007e-13,0.0656164,0.0585584,0.353191,1.16522,0.0051393,0.179116,0.173188,0.0255301,0.183783,0.135876,0.275288,0.00649958,0,0.0757449,3.4883e-08,0.0164093,0.72389,0.208403,0.552826,0.300334,0.085371,0.142648,0.0928774,0.279483,0.157201,0.73549,0.048512,0.126293,1.00446e-07,0.0232523,0.523787,0.746631,0.0845793,0.0756382,0.0308179,0.0340245,0,0.045252,0.0631774,1.96208e-05,0.185811,0.85912,0.0656526,2.27966e-13,1.25677e-05,6.12543e-14,1.66667e-13,0.514983,9.27771e-13,3.73051e-13,1.03906,0.131481,0.00471395,0.413295,1.48212,17.8901,1.54211,0.0729332,0.194369,0.124774,0.039126,1.30741e-13,0.403231,0.352647,6.99344,7.89479e-08,0.0359522,0.0867728,0.259099,0.223131,2.8262e-06,1.39919e-13,2.88562e-05,0.0376486,0,2.8606e-14,0.0933912,0.196253,1.63892e-14,0.0386941,0.219267,0.000635825,0.000609641,0,0.505832,1.49302,0.216755,6.32087e-07,0.927445,0.143835,0,0,0,0,0.467469,0.179103,8.83659e-14,0.174962,1.59387,0.204642,3.78488e-09,0.0390133,0.160041,0.9544,1.42162,5.32066e-14,0.00619154,0.0417331,0.0784852,0,0.858055,0.301527,1.74109,0.311404,0.0764381,0.104046,0.195865,0
254,M,1.45713,9.8268,21.2131,17.8779,89.49,12.5007,71.718,656.485,714.556,9.18718,15.96,72.9098,74.9007,88.6693,11.8114,598.735,1856.57,2627.26,2505.98,185.295,314.991,724.503,19.4595,49.7776,3.85248,131.806,37.5638,134.273,68.7735,633.664,2641.17,2646.5,3831.36,3572.52,1602.18,1270.41,147.757,36.4379,0.299941,296.393,146.12,10.4575,4.87151,41.2962,516.538,145.899,1974.23,2717.54,3656.91,647.873,415.458,1245.32,88.7796,5.30964,25.4213,1.62803,13.861,80.7133,403.051,152.643,22.9674,83.5438,950.72,973.114,1061.27,1554.72,798.436,119.704,27.4492,261.735,0,0,526.867,47.7543,956.689,33.6444,101.391,90.9923,133.647,16.5567,197.969,488.416,288.431,477.66,1134.61,221.316,333.613,146.838,25.5909,113.58,0.11142,487.729,12.3119,327.868,9.05377,20.0343,1.7949,60.1507,3.9279,1.86665,3.45725,19.4016,0.00483325,12.3995,25.4234,20.4249,9.61397,29.1477,3.98672e-06,488.399,22.5324,12.1914,23.136,10.5376,0.373726,0.549593,29.9309,63.9918,9.53677,12.2989,67.1529,40.4265,13.7161,0.754165,2.01963,17.4553,5.64694,25.1967,2.01076,5.51274,20.0043,15.6147,23.4664,16.4103,59.5543,3.63614,0,39.1116,4.70851,0.585763,94.8056,8.14626,52.5145,43.6923,20.3801,40.0569,10.7336,12.0664,5.29009,14.2682,43.4613,2.83038,0.289838,4.69068,33.2698,37.6225,2.07611,26.8736,9.12352,4.27615,0,2.5903,15.3204,0.150016,21.3819,99.5918,6.86025,1.32477,5.62465,1.54521,0.694576,32.7821,6.56381,2.10096,63.4981,8.66553,21.9084,37.895,198.148,643.976,23.0109,4.91996,10.9676,14.7673,5.47211,2.86483,21.0699,54.1447,233.724,0.941986,4.21776,6.95868,57.5468,24.1685,2.52031,0.97476,0.0653332,1.10916,0,0.0512368,5.25253,21.4421,0.0527875,1.82298,17.7711,5.43327,1.48654,0,18.6271,57.4397,25.2318,1.38279,62.346,12.9956,0,0,0,0,24.6855,26.7654,0.841614,13.0204,105.471,10.4244,2.84674,3.78911,14.4296,45.9826,102.827,0.0122042,0.637225,1.21936,9.25618,0,79.1277,13.1486,62.4563,9.78986,3.24611,4.17483,13.444,1.2354e-08
254,Y,0.441746,0.460694,3.12104,2.7286,5.47044,0.577737,1.17297,24.5619,33.0518,0.236629,0.773022,4.82477,3.74253,2.63487,0.142189,21.7383,52.6878,88.7523,115.677,15.5544,18.1932,55.3699,0.849793,3.4468,0.328041,6.83045,1.51238,6.71406,5.38,32.2684,116.526,63.1653,150.866,145.774,56.3374,58.5121,7.827,0.797815,2.04751e-13,27.8687,12.9203,0.426072,0.0959255,1.19181,37.7344,6.3052,99.9341,89.6389,143.651,12.0294,6.4244,44.1406,1.29009,0.251944,0.256583,4.60248e-14,1.25757,6.97085,39.3952,8.16325,1.10761,2.68749,39.3215,26.912,37.3876,100.857,17.675,2.54858,0.884983,6.13556,0,0,12.4527,0.481304,101.516,3.74572,10.6501,3.13709,4.94442,0.617675,9.73047,11.2199,12.6413,16.9229,63.3015,7.50057,7.54045,3.2492,3.45811,10.0103,1.87961e-13,28.5293,1.40289,27.1923,0.827848,0.0981502,7.84178e-14,2.15103,3.6915e-07,0.0844415,1.41095e-06,2.04572,8.16664e-14,0.70625,1.6578,1.45657,0.000248068,0.857104,2.03806e-07,5.23469,0.294654,1.0567,1.30545,1.66317,9.68541e-15,2.70624e-14,2.81332,9.47503,0.312427,0.000110994,1.64135,3.47511,1.30129,9.07256e-14,0.145706,0.16704,0.944652,3.79467,0.0171418,0.525024,0.510743,0.0946353,0.647664,0.475691,1.0546,0.0138415,0,0.270347,3.13946e-08,0.0359379,2.48826,0.798826,1.72565,0.988813,0.276718,0.415256,0.240599,0.73421,0.661108,2.22942,0.196841,0.438025,9.04018e-08,0.0669567,1.66576,2.39659,0.206558,0.231665,0.091986,0.126589,0,0.118852,0.167048,1.76587e-05,0.656164,3.41181,0.12837,1.84653e-13,1.13109e-05,4.96159e-14,0.0285663,1.6262,7.51495e-13,3.02172e-13,3.03766,0.449989,0.0993732,1.15294,4.83113,57.6788,4.22923,0.209477,0.504795,0.599919,0.0825027,1.05901e-13,1.39427,0.960046,22.1566,7.10531e-08,0.0411289,0.331452,0.878162,0.663211,2.54358e-06,1.13334e-13,2.59706e-05,0.0701585,0,2.31709e-14,0.314832,0.54077,1.32752e-14,0.13192,0.801119,0.000572242,0.000548677,0,1.41617,4.89312,0.659097,5.68878e-07,2.717,0.420016,0,0,0,0,1.44013,0.524623,7.15764e-14,0.493803,5.63823,0.614522,3.40636e-09,0.0878676,0.561343,3.2978,4.26941,4.30974e-14,0.0265275,0.0890881,0.122035,0,2.49948,0.787542,5.42635,1.17629,0.221399,0.279867,0.894215,0
254,Z,0.0693488,0.160018,0.964454,0.883705,1.6835,0.208205,0.359773,7.40541,10.0462,0.0723362,0.237571,1.57552,1.05706,0.80062,0.0394171,6.81235,16.5846,28.3439,35.6401,5.02476,5.85562,16.9535,0.248887,0.868527,0.0726297,2.07451,0.48806,2.06084,1.63832,9.90456,36.8723,19.834,47.5083,45.5172,17.9262,18.08,2.59435,0.304868,2.27501e-13,8.46799,3.87829,0.13861,0.0314137,0.382956,11.8484,2.13002,31.9583,27.9712,45.4263,3.85634,1.93438,13.8351,0.381676,0.049832,0.0824854,5.11386e-14,0.392844,2.27452,12.2829,2.63293,0.328803,0.839041,12.4132,8.44675,11.8363,32.0273,5.64926,0.840253,0.213656,1.97811,0,0,3.66197,0.116079,31.9117,1.0989,3.1764,1.04006,1.63533,0.216157,2.92206,3.37525,4.14343,5.26255,19.9048,2.39945,2.46166,1.02372,1.10332,3.18372,2.08845e-13,8.86073,0.424491,8.48625,0.297636,0.0294734,8.71309e-14,0.690248,3.6915e-07,0.0104987,1.41095e-06,0.677424,9.07405e-14,0.215946,0.498342,0.370145,0.000248068,0.321087,2.03806e-07,1.64221,0.096926,0.348886,0.330725,0.480448,1.07616e-14,3.00693e-14,0.938602,3.19224,0.110869,0.000110994,0.51094,1.23495,0.383318,1.00806e-13,0.0638874,0.0593721,0.352012,1.15757,0.00484902,0.174335,0.17051,0.0256888,0.187794,0.137229,0.278201,0.00618853,0,0.0754199,3.13947e-08,0.0154008,0.729352,0.209374,0.553757,0.300841,0.084587,0.139612,0.0934615,0.275832,0.158882,0.732736,0.0501951,0.122587,9.04018e-08,0.0233337,0.517096,0.743066,0.0801271,0.0747574,0.0306591,0.0336735,0,0.0440403,0.0627987,1.76587e-05,0.184052,0.873029,0.0648147,2.0517e-13,1.13109e-05,5.51288e-14,1.5e-13,0.524918,8.34994e-13,3.35746e-13,1.03422,0.131411,0.00658344,0.407949,1.48807,17.9074,1.52543,0.0737474,0.19239,0.125125,0.0370656,1.17667e-13,0.399505,0.349263,6.95437,7.10531e-08,0.0367474,0.0915974,0.256767,0.222729,2.54358e-06,1.25927e-13,2.59706e-05,0.0354612,0,2.57454e-14,0.0949534,0.19505,1.47502e-14,0.0395588,0.225217,0.000572242,0.000548677,0,0.491757,1.49906,0.214351,5.68878e-07,0.927843,0.14496,0,0,0,0,0.47334,0.177948,7.95293e-14,0.172878,1.591,0.206938,3.40639e-09,0.0378742,0.157179,0.964154,1.40547,4.7886e-14,0.00578077,0.0414838,0.0787614,0,0.843293,0.295497,1.72021,0.320104,0.0753827,0.102192,0.198783,0
